g,s_index,v,p,time,node,cost
1,118,4,0,576,27,51.000000
1,118,4,27,577,114,52.000000
1,118,4,0,578,27,53.000000
1,118,4,0,586,59,61.000000
1,118,4,29,587,119,62.000000
1,118,4,0,588,59,63.000000
1,118,4,0,603,57,78.000000
1,118,4,27,604,115,79.000000
1,118,4,0,605,57,80.000000
1,118,5,0,1,61,92.000000
1,118,5,0,516,7,107.000000
1,118,5,7,517,74,108.000000
1,118,5,0,518,7,109.000000
1,118,5,0,540,5,131.000000
1,118,5,0,546,37,137.000000
1,118,5,7,547,75,138.000000
1,118,5,0,548,37,139.000000
1,118,6,0,1,61,154.000000
1,118,6,0,495,20,168.000000
1,118,6,20,496,100,169.000000
1,118,6,0,497,20,170.000000
1,118,6,0,528,4,180.000000
1,118,6,4,529,68,181.000000
1,118,6,0,530,4,182.000000
1,118,6,0,550,34,202.000000
1,118,6,4,551,69,203.000000
1,118,6,0,552,34,204.000000
1,118,6,0,564,50,216.000000
1,118,6,20,565,101,217.000000
1,118,6,0,566,50,218.000000
1,118,6,0,701,61,246.000000
1,119,4,0,515,61,0.000000
1,119,5,0,500,20,14.000000
1,119,5,0,510,15,24.000000
1,119,5,15,511,90,25.000000
1,119,5,0,512,15,26.000000
1,119,5,0,528,45,42.000000
1,119,5,15,529,91,43.000000
1,119,5,0,530,45,44.000000
1,119,5,0,548,29,59.000000
1,119,5,29,549,118,60.000000
1,119,5,0,550,29,61.000000
1,119,5,0,576,27,87.000000
1,119,5,27,577,114,88.000000
1,119,5,0,578,27,89.000000
1,119,5,0,586,59,97.000000
1,119,5,29,587,119,98.000000
1,119,5,0,588,59,99.000000
1,119,5,0,603,57,114.000000
1,119,5,27,604,115,115.000000
1,119,5,0,605,57,116.000000
1,119,6,0,1,61,128.000000
1,119,6,0,495,20,142.000000
1,119,6,20,496,100,143.000000
1,119,6,0,497,20,144.000000
1,119,6,0,528,4,154.000000
1,119,6,4,529,68,155.000000
1,119,6,0,530,4,156.000000
1,119,6,0,550,34,176.000000
1,119,6,4,551,69,177.000000
1,119,6,0,552,34,178.000000
1,119,6,0,564,50,190.000000
1,119,6,20,565,101,191.000000
1,119,6,0,566,50,192.000000
1,119,6,0,701,61,220.000000
1,120,4,0,475,61,0.000000
1,120,5,0,500,20,14.000000
1,120,5,0,510,15,24.000000
1,120,5,15,511,90,25.000000
1,120,5,0,512,15,26.000000
1,120,5,0,528,45,42.000000
1,120,5,15,529,91,43.000000
1,120,5,0,530,45,44.000000
1,120,5,0,541,7,55.000000
1,120,5,7,542,74,56.000000
1,120,5,0,543,7,57.000000
1,120,5,0,565,5,79.000000
1,120,5,0,571,37,85.000000
1,120,5,7,572,75,86.000000
1,120,5,0,573,37,87.000000
1,120,5,0,589,27,103.000000
1,120,5,27,590,114,104.000000
1,120,5,0,591,27,105.000000
1,120,5,0,608,57,122.000000
1,120,5,27,609,115,123.000000
1,120,5,0,610,57,124.000000
1,120,6,0,1,61,136.000000
1,120,6,0,495,20,150.000000
1,120,6,20,496,100,151.000000
1,120,6,0,497,20,152.000000
1,120,6,0,528,4,162.000000
1,120,6,4,529,68,163.000000
1,120,6,0,530,4,164.000000
1,120,6,0,550,34,184.000000
1,120,6,4,551,69,185.000000
1,120,6,0,552,34,186.000000
1,120,6,0,564,50,198.000000
1,120,6,20,565,101,199.000000
1,120,6,0,566,50,200.000000
1,120,6,0,573,2,207.000000
1,120,6,2,574,64,208.000000
1,120,6,0,575,2,209.000000
1,120,6,0,582,46,216.000000
1,120,6,0,615,32,249.000000
1,120,6,2,616,65,250.000000
1,120,6,0,617,32,251.000000
1,120,6,0,701,61,268.000000
1,121,4,0,491,61,0.000000
1,121,5,0,500,20,14.000000
1,121,5,0,510,15,24.000000
1,121,5,15,511,90,25.000000
1,121,5,0,512,15,26.000000
1,121,5,0,528,45,42.000000
1,121,5,15,529,91,43.000000
1,121,5,0,530,45,44.000000
1,121,5,0,548,29,59.000000
1,121,5,29,549,118,60.000000
1,121,5,0,550,29,61.000000
1,121,5,0,576,27,87.000000
1,121,5,27,577,114,88.000000
1,121,5,0,578,27,89.000000
1,121,5,0,586,59,97.000000
1,121,5,29,587,119,98.000000
1,121,5,0,588,59,99.000000
1,121,5,0,603,57,114.000000
1,121,5,27,604,115,115.000000
1,121,5,0,605,57,116.000000
1,121,6,0,1,61,128.000000
1,121,6,0,516,7,143.000000
1,121,6,7,517,74,144.000000
1,121,6,0,518,7,145.000000
1,121,6,0,528,4,155.000000
1,121,6,4,529,68,156.000000
1,121,6,0,530,4,157.000000
1,121,6,0,549,37,176.000000
1,121,6,7,550,75,177.000000
1,121,6,0,551,37,178.000000
1,121,6,0,552,34,179.000000
1,121,6,4,553,69,180.000000
1,121,6,0,554,34,181.000000
1,121,6,0,563,2,190.000000
1,121,6,2,564,64,191.000000
1,121,6,0,565,2,192.000000
1,121,6,0,572,46,199.000000
1,121,6,0,605,32,232.000000
1,121,6,2,606,65,233.000000
1,121,6,0,607,32,234.000000
1,121,6,0,701,61,251.000000
1,122,4,0,456,61,0.000000
1,122,5,0,500,20,14.000000
1,122,5,0,510,15,24.000000
1,122,5,15,511,90,25.000000
1,122,5,0,512,15,26.000000
1,122,5,0,528,45,42.000000
1,122,5,15,529,91,43.000000
1,122,5,0,530,45,44.000000
1,122,5,0,541,7,55.000000
1,122,5,7,542,74,56.000000
1,122,5,0,543,7,57.000000
1,122,5,0,553,4,67.000000
1,122,5,4,554,68,68.000000
1,122,5,0,555,4,69.000000
1,122,5,0,574,37,88.000000
1,122,5,7,575,75,89.000000
1,122,5,0,576,37,90.000000
1,122,5,0,577,34,91.000000
1,122,5,4,578,69,92.000000
1,122,5,0,579,34,93.000000
1,122,6,0,1,61,109.000000
1,122,6,0,495,20,123.000000
1,122,6,20,496,100,124.000000
1,122,6,0,497,20,125.000000
1,122,6,0,539,50,167.000000
1,122,6,20,540,101,168.000000
1,122,6,0,541,50,169.000000
1,122,6,0,548,2,176.000000
1,122,6,2,549,64,177.000000
1,122,6,0,550,2,178.000000
1,122,6,0,557,46,185.000000
1,122,6,0,590,32,218.000000
1,122,6,2,591,65,219.000000
1,122,6,0,592,32,220.000000
1,122,6,0,602,29,230.000000
1,122,6,29,603,118,231.000000
1,122,6,0,604,29,232.000000
1,122,6,0,638,59,266.000000
1,122,6,29,639,119,267.000000
1,122,6,0,640,59,268.000000
1,122,6,0,701,61,286.000000
1,123,4,0,464,61,0.000000
1,123,5,0,528,4,5.000000
1,123,5,4,529,68,6.000000
1,123,5,0,530,4,7.000000
1,123,5,0,540,7,17.000000
1,123,5,7,541,74,18.000000
1,123,5,0,542,7,19.000000
1,123,5,0,564,5,41.000000
1,123,5,0,570,37,47.000000
1,123,5,7,571,75,48.000000
1,123,5,0,572,37,49.000000
1,123,5,0,573,34,50.000000
1,123,5,4,574,69,51.000000
1,123,5,0,575,34,52.000000
1,123,5,0,591,27,68.000000
1,123,5,27,592,114,69.000000
1,123,5,0,593,27,70.000000
1,123,5,0,610,57,87.000000
1,123,5,27,611,115,88.000000
1,123,5,0,612,57,89.000000
1,123,6,0,1,61,101.000000
1,123,6,0,495,20,115.000000
1,123,6,20,496,100,116.000000
1,123,6,0,497,20,117.000000
1,123,6,0,539,50,159.000000
1,123,6,20,540,101,160.000000
1,123,6,0,541,50,161.000000
1,123,6,0,548,2,168.000000
1,123,6,2,549,64,169.000000
1,123,6,0,550,2,170.000000
1,123,6,0,557,46,177.000000
1,123,6,0,590,32,210.000000
1,123,6,2,591,65,211.000000
1,123,6,0,592,32,212.000000
1,123,6,0,602,29,222.000000
1,123,6,29,603,118,223.000000
1,123,6,0,604,29,224.000000
1,123,6,0,638,59,258.000000
1,123,6,29,639,119,259.000000
1,123,6,0,640,59,260.000000
1,123,6,0,701,61,278.000000
1,124,4,0,482,61,0.000000
1,124,5,0,500,20,14.000000
1,124,5,0,510,15,24.000000
1,124,5,15,511,90,25.000000
1,124,5,0,512,15,26.000000
1,124,5,0,528,45,42.000000
1,124,5,15,529,91,43.000000
1,124,5,0,530,45,44.000000
1,124,5,0,548,29,59.000000
1,124,5,29,549,118,60.000000
1,124,5,0,550,29,61.000000
1,124,5,0,576,27,87.000000
1,124,5,27,577,114,88.000000
1,124,5,0,578,27,89.000000
1,124,5,0,586,59,97.000000
1,124,5,29,587,119,98.000000
1,124,5,0,588,59,99.000000
1,124,5,0,603,57,114.000000
1,124,5,27,604,115,115.000000
1,124,5,0,605,57,116.000000
1,124,6,0,1,61,128.000000
1,124,6,0,495,20,142.000000
1,124,6,20,496,100,143.000000
1,124,6,0,497,20,144.000000
1,124,6,0,528,4,154.000000
1,124,6,4,529,68,155.000000
1,124,6,0,530,4,156.000000
1,124,6,0,550,34,176.000000
1,124,6,4,551,69,177.000000
1,124,6,0,552,34,178.000000
1,124,6,0,564,50,190.000000
1,124,6,20,565,101,191.000000
1,124,6,0,566,50,192.000000
1,124,6,0,573,2,199.000000
1,124,6,2,574,64,200.000000
1,124,6,0,575,2,201.000000
1,124,6,0,582,46,208.000000
1,124,6,0,615,32,241.000000
1,124,6,2,616,65,242.000000
1,124,6,0,617,32,243.000000
1,124,6,0,701,61,260.000000
1,125,4,0,459,61,0.000000
1,125,4,0,500,20,14.000000
1,125,4,0,510,15,24.000000
1,125,4,15,511,90,25.000000
1,125,4,0,512,15,26.000000
1,125,4,0,528,45,42.000000
1,125,4,15,529,91,43.000000
1,125,4,0,530,45,44.000000
1,125,4,0,548,29,59.000000
1,125,4,29,549,118,60.000000
1,125,4,0,550,29,61.000000
1,125,4,0,576,27,87.000000
1,125,4,27,577,114,88.000000
1,125,4,0,578,27,89.000000
1,125,4,0,586,59,97.000000
1,125,4,29,587,119,98.000000
1,125,4,0,588,59,99.000000
1,125,4,0,603,57,114.000000
1,125,4,27,604,115,115.000000
1,125,4,0,605,57,116.000000
1,125,5,0,1,61,128.000000
1,125,5,0,516,7,143.000000
1,125,5,7,517,74,144.000000
1,125,5,0,518,7,145.000000
1,125,5,0,540,5,167.000000
1,125,5,0,546,37,173.000000
1,125,5,7,547,75,174.000000
1,125,5,0,548,37,175.000000
1,125,6,0,1,61,190.000000
1,125,6,0,495,20,204.000000
1,125,6,20,496,100,205.000000
1,125,6,0,497,20,206.000000
1,125,6,0,539,50,248.000000
1,125,6,20,540,101,249.000000
1,125,6,0,541,50,250.000000
1,125,6,0,701,61,278.000000
1,126,4,0,461,61,0.000000
1,126,4,0,500,20,14.000000
1,126,4,0,510,15,24.000000
1,126,4,15,511,90,25.000000
1,126,4,0,512,15,26.000000
1,126,4,0,528,45,42.000000
1,126,4,15,529,91,43.000000
1,126,4,0,530,45,44.000000
1,126,4,0,548,29,59.000000
1,126,4,29,549,118,60.000000
1,126,4,0,550,29,61.000000
1,126,4,0,576,27,87.000000
1,126,4,27,577,114,88.000000
1,126,4,0,578,27,89.000000
1,126,4,0,586,59,97.000000
1,126,4,29,587,119,98.000000
1,126,4,0,588,59,99.000000
1,126,4,0,603,57,114.000000
1,126,4,27,604,115,115.000000
1,126,4,0,605,57,116.000000
1,126,5,0,1,61,128.000000
1,126,5,0,516,7,143.000000
1,126,5,7,517,74,144.000000
1,126,5,0,518,7,145.000000
1,126,5,0,540,5,167.000000
1,126,5,0,546,37,173.000000
1,126,5,7,547,75,174.000000
1,126,5,0,548,37,175.000000
1,126,6,0,1,61,190.000000
1,126,6,0,495,20,204.000000
1,126,6,20,496,100,205.000000
1,126,6,0,497,20,206.000000
1,126,6,0,528,4,216.000000
1,126,6,4,529,68,217.000000
1,126,6,0,530,4,218.000000
1,126,6,0,550,34,238.000000
1,126,6,4,551,69,239.000000
1,126,6,0,552,34,240.000000
1,126,6,0,564,50,252.000000
1,126,6,20,565,101,253.000000
1,126,6,0,566,50,254.000000
1,126,6,0,701,61,282.000000
1,127,4,0,430,61,0.000000
1,127,5,0,500,20,14.000000
1,127,5,0,510,15,24.000000
1,127,5,15,511,90,25.000000
1,127,5,0,512,15,26.000000
1,127,5,0,528,45,42.000000
1,127,5,15,529,91,43.000000
1,127,5,0,530,45,44.000000
1,127,5,0,541,7,55.000000
1,127,5,7,542,74,56.000000
1,127,5,0,543,7,57.000000
1,127,5,0,565,5,79.000000
1,127,5,0,571,37,85.000000
1,127,5,7,572,75,86.000000
1,127,5,0,573,37,87.000000
1,127,5,0,589,27,103.000000
1,127,5,27,590,114,104.000000
1,127,5,0,591,27,105.000000
1,127,5,0,608,57,122.000000
1,127,5,27,609,115,123.000000
1,127,5,0,610,57,124.000000
1,127,6,0,1,61,136.000000
1,127,6,0,495,20,150.000000
1,127,6,20,496,100,151.000000
1,127,6,0,497,20,152.000000
1,127,6,0,539,50,194.000000
1,127,6,20,540,101,195.000000
1,127,6,0,541,50,196.000000
1,127,6,0,548,2,203.000000
1,127,6,2,549,64,204.000000
1,127,6,0,550,2,205.000000
1,127,6,0,557,46,212.000000
1,127,6,0,590,32,245.000000
1,127,6,2,591,65,246.000000
1,127,6,0,592,32,247.000000
1,127,6,0,602,29,257.000000
1,127,6,29,603,118,258.000000
1,127,6,0,604,29,259.000000
1,127,6,0,638,59,293.000000
1,127,6,29,639,119,294.000000
1,127,6,0,640,59,295.000000
1,127,6,0,701,61,313.000000
1,128,4,0,429,61,0.000000
1,128,5,0,500,20,14.000000
1,128,5,0,510,15,24.000000
1,128,5,15,511,90,25.000000
1,128,5,0,512,15,26.000000
1,128,5,0,528,45,42.000000
1,128,5,15,529,91,43.000000
1,128,5,0,530,45,44.000000
1,128,5,0,541,7,55.000000
1,128,5,7,542,74,56.000000
1,128,5,0,543,7,57.000000
1,128,5,0,553,4,67.000000
1,128,5,4,554,68,68.000000
1,128,5,0,555,4,69.000000
1,128,5,0,574,37,88.000000
1,128,5,7,575,75,89.000000
1,128,5,0,576,37,90.000000
1,128,5,0,577,34,91.000000
1,128,5,4,578,69,92.000000
1,128,5,0,579,34,93.000000
1,128,5,0,595,27,109.000000
1,128,5,27,596,114,110.000000
1,128,5,0,597,27,111.000000
1,128,5,0,614,57,128.000000
1,128,5,27,615,115,129.000000
1,128,5,0,616,57,130.000000
1,128,6,0,1,61,142.000000
1,128,6,0,495,20,156.000000
1,128,6,20,496,100,157.000000
1,128,6,0,497,20,158.000000
1,128,6,0,539,50,200.000000
1,128,6,20,540,101,201.000000
1,128,6,0,541,50,202.000000
1,128,6,0,548,2,209.000000
1,128,6,2,549,64,210.000000
1,128,6,0,550,2,211.000000
1,128,6,0,557,46,218.000000
1,128,6,0,590,32,251.000000
1,128,6,2,591,65,252.000000
1,128,6,0,592,32,253.000000
1,128,6,0,602,29,263.000000
1,128,6,29,603,118,264.000000
1,128,6,0,604,29,265.000000
1,128,6,0,638,59,299.000000
1,128,6,29,639,119,300.000000
1,128,6,0,640,59,301.000000
1,128,6,0,701,61,319.000000
2,1,11,0,2,61,0.000000
2,2,10,0,637,61,0.000000
2,2,12,1,175,62,11.000000
2,2,12,0,210,31,46.000000
2,2,12,1,211,63,47.000000
2,2,12,0,212,31,48.000000
2,2,12,0,701,61,72.000000
2,3,10,0,662,61,0.000000
2,3,12,0,168,11,18.000000
2,3,12,11,169,82,19.000000
2,3,12,0,170,11,20.000000
2,3,12,0,174,41,24.000000
2,3,12,11,175,83,25.000000
2,3,12,0,176,41,26.000000
2,3,12,0,701,61,47.000000
2,4,10,0,649,61,0.000000
2,4,12,0,111,14,18.000000
2,4,12,14,112,88,19.000000
2,4,12,0,113,14,20.000000
2,4,12,0,125,44,32.000000
2,4,12,14,126,89,33.000000
2,4,12,0,127,44,34.000000
2,4,12,0,701,61,60.000000
2,5,10,0,618,61,0.000000
2,5,12,1,175,62,11.000000
2,5,12,0,187,55,23.000000
2,5,12,0,194,11,30.000000
2,5,12,11,195,82,31.000000
2,5,12,0,196,11,32.000000
2,5,12,0,200,41,36.000000
2,5,12,11,201,83,37.000000
2,5,12,0,202,41,38.000000
2,5,12,0,236,31,72.000000
2,5,12,1,237,63,73.000000
2,5,12,0,238,31,74.000000
2,5,12,0,701,61,98.000000
2,6,10,0,585,61,0.000000
2,6,12,0,111,14,18.000000
2,6,12,14,112,88,19.000000
2,6,12,0,113,14,20.000000
2,6,12,0,125,44,32.000000
2,6,12,14,126,89,33.000000
2,6,12,0,127,44,34.000000
2,6,12,0,157,30,52.000000
2,6,12,1,175,62,70.000000
2,6,12,0,210,31,105.000000
2,6,12,1,211,63,106.000000
2,6,12,0,212,31,107.000000
2,6,12,0,701,61,131.000000
2,7,10,0,623,61,0.000000
2,7,12,0,111,14,18.000000
2,7,12,14,112,88,19.000000
2,7,12,0,113,14,20.000000
2,7,12,0,125,44,32.000000
2,7,12,14,126,89,33.000000
2,7,12,0,127,44,34.000000
2,7,12,0,168,11,63.000000
2,7,12,11,169,82,64.000000
2,7,12,0,170,11,65.000000
2,7,12,0,174,41,69.000000
2,7,12,11,175,83,70.000000
2,7,12,0,176,41,71.000000
2,7,12,0,701,61,92.000000
2,8,10,0,567,61,0.000000
2,8,12,0,111,14,18.000000
2,8,12,14,112,88,19.000000
2,8,12,0,113,14,20.000000
2,8,12,0,125,44,32.000000
2,8,12,14,126,89,33.000000
2,8,12,0,127,44,34.000000
2,8,12,0,168,11,63.000000
2,8,12,11,169,82,64.000000
2,8,12,0,170,11,65.000000
2,8,12,0,174,41,69.000000
2,8,12,11,175,83,70.000000
2,8,12,0,176,41,71.000000
2,8,12,0,187,55,82.000000
2,8,12,1,199,62,94.000000
2,8,12,0,234,31,129.000000
2,8,12,1,235,63,130.000000
2,8,12,0,236,31,131.000000
2,8,12,0,701,61,155.000000
3,1,17,0,2,61,0.000000
3,2,16,0,684,61,0.000000
3,2,18,0,468,5,10.000000
3,2,18,5,469,70,11.000000
3,2,18,0,470,5,12.000000
3,2,18,0,471,35,13.000000
3,2,18,5,472,71,14.000000
3,2,18,0,473,35,15.000000
3,2,18,0,701,61,25.000000
3,3,16,0,664,61,0.000000
3,3,18,0,435,6,17.000000
3,3,18,6,436,72,18.000000
3,3,18,0,437,6,19.000000
3,3,18,0,441,36,23.000000
3,3,18,6,442,73,24.000000
3,3,18,0,443,36,25.000000
3,3,18,0,701,61,45.000000
3,4,16,0,660,61,0.000000
3,4,18,0,413,8,16.000000
3,4,18,8,414,76,17.000000
3,4,18,0,415,8,18.000000
3,4,18,0,436,38,39.000000
3,4,18,8,437,77,40.000000
3,4,18,0,438,38,41.000000
3,4,18,0,701,61,49.000000
3,5,16,0,664,61,0.000000
3,5,18,0,422,13,8.000000
3,5,18,13,423,86,9.000000
3,5,18,0,424,13,10.000000
3,5,18,0,440,43,26.000000
3,5,18,13,441,87,27.000000
3,5,18,0,442,43,28.000000
3,5,18,0,701,61,46.000000
3,6,16,0,654,61,0.000000
3,6,18,0,401,19,21.000000
3,6,18,19,402,98,22.000000
3,6,18,0,403,19,23.000000
3,6,18,0,405,39,25.000000
3,6,18,0,429,49,49.000000
3,6,18,19,430,99,50.000000
3,6,18,0,431,49,51.000000
3,6,18,0,701,61,56.000000
3,7,16,0,625,61,0.000000
3,7,18,0,476,21,19.000000
3,7,18,21,477,102,20.000000
3,7,18,0,478,21,21.000000
3,7,18,0,486,55,29.000000
3,7,18,0,518,51,61.000000
3,7,18,21,519,103,62.000000
3,7,18,0,520,51,63.000000
3,7,18,0,681,36,67.000000
3,7,18,0,701,61,87.000000
3,8,16,0,648,61,0.000000
3,8,18,0,409,25,27.000000
3,8,18,25,410,110,28.000000
3,8,18,0,411,25,29.000000
3,8,18,0,428,55,46.000000
3,8,18,25,429,111,47.000000
3,8,18,0,430,55,48.000000
3,8,18,0,701,61,61.000000
3,9,16,0,657,61,0.000000
3,9,18,0,435,6,17.000000
3,9,18,6,436,72,18.000000
3,9,18,0,437,6,19.000000
3,9,18,0,441,36,23.000000
3,9,18,6,442,73,24.000000
3,9,18,0,443,36,25.000000
3,9,18,0,468,5,43.000000
3,9,18,5,469,70,44.000000
3,9,18,0,470,5,45.000000
3,9,18,0,471,35,46.000000
3,9,18,5,472,71,47.000000
3,9,18,0,473,35,48.000000
3,9,18,0,701,61,58.000000
3,10,16,0,649,61,0.000000
3,10,18,0,413,8,16.000000
3,10,18,8,414,76,17.000000
3,10,18,0,415,8,18.000000
3,10,18,0,436,38,39.000000
3,10,18,8,437,77,40.000000
3,10,18,0,438,38,41.000000
3,10,18,0,468,5,51.000000
3,10,18,5,469,70,52.000000
3,10,18,0,470,5,53.000000
3,10,18,0,471,35,54.000000
3,10,18,5,472,71,55.000000
3,10,18,0,473,35,56.000000
3,10,18,0,701,61,66.000000
3,11,16,0,646,61,0.000000
3,11,18,0,422,13,8.000000
3,11,18,13,423,86,9.000000
3,11,18,0,424,13,10.000000
3,11,18,0,440,43,26.000000
3,11,18,13,441,87,27.000000
3,11,18,0,442,43,28.000000
3,11,18,0,469,5,55.000000
3,11,18,5,470,70,56.000000
3,11,18,0,471,5,57.000000
3,11,18,0,472,35,58.000000
3,11,18,5,473,71,59.000000
3,11,18,0,474,35,60.000000
3,11,18,0,701,61,70.000000
3,12,16,0,642,61,0.000000
3,12,18,0,401,19,21.000000
3,12,18,19,402,98,22.000000
3,12,18,0,403,19,23.000000
3,12,18,0,405,39,25.000000
3,12,18,0,429,49,49.000000
3,12,18,19,430,99,50.000000
3,12,18,0,431,49,51.000000
3,12,18,0,468,5,59.000000
3,12,18,5,469,70,60.000000
3,12,18,0,470,5,61.000000
3,12,18,0,471,35,62.000000
3,12,18,5,472,71,63.000000
3,12,18,0,473,35,64.000000
3,12,18,0,701,61,74.000000
3,13,16,0,607,61,0.000000
3,13,18,0,468,5,10.000000
3,13,18,5,469,70,11.000000
3,13,18,0,470,5,12.000000
3,13,18,0,471,35,13.000000
3,13,18,5,472,71,14.000000
3,13,18,0,473,35,15.000000
3,13,18,0,501,21,43.000000
3,13,18,21,502,102,44.000000
3,13,18,0,503,21,45.000000
3,13,18,0,511,55,53.000000
3,13,18,0,543,51,85.000000
3,13,18,21,544,103,86.000000
3,13,18,0,545,51,87.000000
3,13,18,0,681,36,91.000000
3,13,18,0,701,61,111.000000
3,14,16,0,630,61,0.000000
3,14,17,0,468,5,10.000000
3,14,17,5,469,70,11.000000
3,14,17,0,470,5,12.000000
3,14,17,0,471,35,13.000000
3,14,17,5,472,71,14.000000
3,14,17,0,473,35,15.000000
3,14,18,0,1,61,25.000000
3,14,18,0,409,25,52.000000
3,14,18,25,410,110,53.000000
3,14,18,0,411,25,54.000000
3,14,18,0,428,55,71.000000
3,14,18,25,429,111,72.000000
3,14,18,0,430,55,73.000000
3,14,18,0,701,61,86.000000
3,15,16,0,638,61,0.000000
3,15,18,0,413,8,16.000000
3,15,18,8,414,76,17.000000
3,15,18,0,415,8,18.000000
3,15,18,0,443,6,46.000000
3,15,18,6,444,72,47.000000
3,15,18,0,445,6,48.000000
3,15,18,0,449,36,52.000000
3,15,18,6,450,73,53.000000
3,15,18,0,451,36,54.000000
3,15,18,0,464,38,67.000000
3,15,18,8,465,77,68.000000
3,15,18,0,466,38,69.000000
3,15,18,0,701,61,77.000000
3,16,16,0,640,61,0.000000
3,16,18,0,435,6,17.000000
3,16,18,6,436,72,18.000000
3,16,18,0,437,6,19.000000
3,16,18,0,441,36,23.000000
3,16,18,6,442,73,24.000000
3,16,18,0,443,36,25.000000
3,16,18,0,456,13,38.000000
3,16,18,13,457,86,39.000000
3,16,18,0,458,13,40.000000
3,16,18,0,474,43,56.000000
3,16,18,13,475,87,57.000000
3,16,18,0,476,43,58.000000
3,16,18,0,701,61,76.000000
3,17,16,0,627,61,0.000000
3,17,18,0,401,19,21.000000
3,17,18,19,402,98,22.000000
3,17,18,0,403,19,23.000000
3,17,18,0,409,7,29.000000
3,17,18,0,419,4,39.000000
3,17,18,0,440,6,60.000000
3,17,18,6,441,72,61.000000
3,17,18,0,442,6,62.000000
3,17,18,0,446,36,66.000000
3,17,18,6,447,73,67.000000
3,17,18,0,448,36,68.000000
3,17,18,0,463,49,83.000000
3,17,18,19,464,99,84.000000
3,17,18,0,465,49,85.000000
3,17,18,0,701,61,90.000000
3,18,16,0,591,61,0.000000
3,18,18,0,435,6,17.000000
3,18,18,6,436,72,18.000000
3,18,18,0,437,6,19.000000
3,18,18,0,441,36,23.000000
3,18,18,6,442,73,24.000000
3,18,18,0,443,36,25.000000
3,18,18,0,471,55,53.000000
3,18,18,0,479,21,61.000000
3,18,18,21,480,102,62.000000
3,18,18,0,481,21,63.000000
3,18,18,0,489,55,71.000000
3,18,18,0,521,51,103.000000
3,18,18,21,522,103,104.000000
3,18,18,0,523,51,105.000000
3,18,18,0,681,36,109.000000
3,18,18,0,701,61,129.000000
3,19,16,0,615,61,0.000000
3,19,18,0,409,25,27.000000
3,19,18,25,410,110,28.000000
3,19,18,0,411,25,29.000000
3,19,18,0,428,55,46.000000
3,19,18,25,429,111,47.000000
3,19,18,0,430,55,48.000000
3,19,18,0,455,6,73.000000
3,19,18,6,456,72,74.000000
3,19,18,0,457,6,75.000000
3,19,18,0,461,36,79.000000
3,19,18,6,462,73,80.000000
3,19,18,0,463,36,81.000000
3,19,18,0,701,61,101.000000
3,20,16,0,635,61,0.000000
3,20,18,0,413,8,16.000000
3,20,18,8,414,76,17.000000
3,20,18,0,415,8,18.000000
3,20,18,0,436,38,39.000000
3,20,18,8,437,77,40.000000
3,20,18,0,438,38,41.000000
3,20,18,0,440,13,43.000000
3,20,18,13,441,86,44.000000
3,20,18,0,442,13,45.000000
3,20,18,0,458,43,61.000000
3,20,18,13,459,87,62.000000
3,20,18,0,460,43,63.000000
3,20,18,0,701,61,81.000000
3,21,16,0,634,61,0.000000
3,21,18,0,401,19,21.000000
3,21,18,19,402,98,22.000000
3,21,18,0,403,19,23.000000
3,21,18,0,426,8,46.000000
3,21,18,8,427,76,47.000000
3,21,18,0,428,8,48.000000
3,21,18,0,446,49,66.000000
3,21,18,19,447,99,67.000000
3,21,18,0,448,49,68.000000
3,21,18,0,451,38,71.000000
3,21,18,8,452,77,72.000000
3,21,18,0,453,38,73.000000
3,21,18,0,701,61,81.000000
3,22,16,0,584,61,0.000000
3,22,18,0,413,8,16.000000
3,22,18,8,414,76,17.000000
3,22,18,0,415,8,18.000000
3,22,18,0,436,38,39.000000
3,22,18,8,437,77,40.000000
3,22,18,0,438,38,41.000000
3,22,18,0,476,21,66.000000
3,22,18,21,477,102,67.000000
3,22,18,0,478,21,68.000000
3,22,18,0,486,55,76.000000
3,22,18,0,518,51,108.000000
3,22,18,21,519,103,109.000000
3,22,18,0,520,51,110.000000
3,22,18,0,681,36,114.000000
3,22,18,0,701,61,134.000000
3,23,16,0,608,61,0.000000
3,23,18,0,409,25,27.000000
3,23,18,25,410,110,28.000000
3,23,18,0,411,25,29.000000
3,23,18,0,428,55,46.000000
3,23,18,25,429,111,47.000000
3,23,18,0,430,55,48.000000
3,23,18,0,456,8,74.000000
3,23,18,8,457,76,75.000000
3,23,18,0,458,8,76.000000
3,23,18,0,479,38,97.000000
3,23,18,8,480,77,98.000000
3,23,18,0,481,38,99.000000
3,23,18,0,701,61,107.000000
3,24,16,0,624,61,0.000000
3,24,18,0,401,19,21.000000
3,24,18,19,402,98,22.000000
3,24,18,0,403,19,23.000000
3,24,18,0,405,39,25.000000
3,24,18,0,429,49,49.000000
3,24,18,19,430,99,50.000000
3,24,18,0,431,49,51.000000
3,24,18,0,435,13,55.000000
3,24,18,13,436,86,56.000000
3,24,18,0,437,13,57.000000
3,24,18,0,453,43,73.000000
3,24,18,13,454,87,74.000000
3,24,18,0,455,43,75.000000
3,24,18,0,701,61,93.000000
3,25,16,0,607,61,0.000000
3,25,18,0,422,13,8.000000
3,25,18,13,423,86,9.000000
3,25,18,0,424,13,10.000000
3,25,18,0,440,43,26.000000
3,25,18,13,441,87,27.000000
