name,link_id,TMC,from_node_id,to_node_id,link_type_name,direction,link_type_name,direction,length,length,number_of_lanes,speed_limit,lane_capacity_in_vhc_per_hour,link_type,jam_density_in_vhc_pmpl,wave_speed_in_mph,effective_green_time_length_in_second,green_start_time_in_second,AADT_conversion_factor,mode_code,grade,transit_travel_time_in_min,transit_transfer_time_in_min,transit_waiting_time_in_min,transit_fare_in_dollar,BPR_alpha_term,BPR_beta_term,BPR_distance_term,BPR_max_TT_term,fromNode_x,fromNode_y,toNode_x,toNode_y
,3295,,29,50,Freeway,2696,Freeway,1,12511,54,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.4169,39.996216,116.462325,39.910366
,3310,,29,66,Freeway,2711,Freeway,1,28623,93,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.4169,39.996216,116.161446,39.921833
,3311,,29,68,Freeway,2712,Freeway,1,27222,94,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.4169,39.996216,116.199115,39.906761
,3312,,29,67,Freeway,2713,Freeway,1,27663,95,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.4169,39.996216,116.195843,39.907415
,3314,,29,69,Freeway,2715,Freeway,1,26771,68,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.4169,39.996216,116.222869,39.903848
,3330,,29,86,Freeway,2731,Freeway,1,26253,63,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.4169,39.996216,116.187007,40.041546
,3332,,29,89,Freeway,2733,Freeway,1,17814,42,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.4169,39.996216,116.274689,40.029898
,3333,,29,87,Freeway,2734,Freeway,1,23739,56,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.4169,39.996216,116.213057,40.039
,3337,,29,88,Freeway,2738,Freeway,1,19438,46,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.4169,39.996216,116.259572,40.043859
,5667,,50,7,Freeway,5068,Freeway,1,28912,63,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.462325,39.910366,116.355214,40.080801
,5668,,50,9,Freeway,5069,Freeway,1,27082,57,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.462325,39.910366,116.333365,40.080349
,5669,,50,8,Freeway,5070,Freeway,1,28989,63,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.462325,39.910366,116.351185,40.080645
,5671,,50,12,Freeway,5072,Freeway,1,28799,63,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.462325,39.910366,116.341417,40.089321
,5673,,50,13,Freeway,5074,Freeway,1,27992,60,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.462325,39.910366,116.345515,40.080284
,5674,,50,18,Freeway,5075,Freeway,1,23050,83,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.462325,39.910366,116.412908,40.074291
,5682,,50,22,Freeway,5083,Freeway,1,20886,76,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.462325,39.910366,116.413032,40.053004
,5683,,50,23,Freeway,5084,Freeway,1,19290,70,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.462325,39.910366,116.411932,40.046737
,5688,,50,29,Freeway,5089,Freeway,1,13635,47,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.462325,39.910366,116.4169,39.996216
,5724,,50,66,Freeway,5125,Freeway,1,28163,118,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.462325,39.910366,116.161446,39.921833
,5726,,50,67,Freeway,5127,Freeway,1,23170,114,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.462325,39.910366,116.195843,39.907415
,5727,,50,68,Freeway,5128,Freeway,1,22729,113,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.462325,39.910366,116.199115,39.906761
,5730,,50,69,Freeway,5131,Freeway,1,22483,74,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.462325,39.910366,116.222869,39.903848
,5744,,50,87,Freeway,5145,Freeway,1,33547,72,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.462325,39.910366,116.213057,40.039
,5745,,50,86,Freeway,5146,Freeway,1,36061,78,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.462325,39.910366,116.187007,40.041546
,5746,,50,88,Freeway,5147,Freeway,1,29246,62,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.462325,39.910366,116.259572,40.043859
,5747,,50,89,Freeway,5148,Freeway,1,27622,58,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.462325,39.910366,116.274689,40.029898
,7506,,66,7,Freeway,6907,Freeway,1,35361,51,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.161446,39.921833,116.355214,40.080801
,7508,,66,8,Freeway,6909,Freeway,1,35438,51,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.161446,39.921833,116.351185,40.080645
,7509,,66,9,Freeway,6910,Freeway,1,33531,44,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.161446,39.921833,116.333365,40.080349
,7511,,66,13,Freeway,6912,Freeway,1,34441,46,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.161446,39.921833,116.345515,40.080284
,7512,,66,12,Freeway,6913,Freeway,1,35248,50,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.161446,39.921833,116.341417,40.089321
,7519,,66,18,Freeway,6920,Freeway,1,36914,57,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.161446,39.921833,116.412908,40.074291
,7522,,66,22,Freeway,6923,Freeway,1,34750,51,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.161446,39.921833,116.413032,40.053004
,7523,,66,23,Freeway,6924,Freeway,1,33154,45,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.161446,39.921833,116.411932,40.046737
,7529,,66,29,Freeway,6930,Freeway,1,32935,48,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.161446,39.921833,116.4169,39.996216
,7551,,66,50,Freeway,6952,Freeway,1,27947,109,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.161446,39.921833,116.462325,39.910366
,7566,,66,68,Freeway,6967,Freeway,1,4196,15,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.161446,39.921833,116.199115,39.906761
,7567,,66,67,Freeway,6968,Freeway,1,3866,12,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.161446,39.921833,116.195843,39.907415
,7568,,66,69,Freeway,6969,Freeway,1,6541,23,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.161446,39.921833,116.222869,39.903848
,7582,,66,86,Freeway,6983,Freeway,1,29625,33,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.161446,39.921833,116.187007,40.041546
,7585,,66,87,Freeway,6986,Freeway,1,31749,37,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.161446,39.921833,116.213057,40.039
,7587,,66,88,Freeway,6988,Freeway,1,22457,58,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.161446,39.921833,116.259572,40.043859
,7591,,66,89,Freeway,6992,Freeway,1,26931,44,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.161446,39.921833,116.274689,40.029898
,7622,,67,7,Freeway,7023,Freeway,1,33641,52,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.195843,39.907415,116.355214,40.080801
,7623,,67,8,Freeway,7024,Freeway,1,33718,52,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.195843,39.907415,116.351185,40.080645
,7625,,67,9,Freeway,7026,Freeway,1,31811,47,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.195843,39.907415,116.333365,40.080349
,7626,,67,12,Freeway,7027,Freeway,1,33528,53,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.195843,39.907415,116.341417,40.089321
,7629,,67,13,Freeway,7030,Freeway,1,32721,49,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.195843,39.907415,116.345515,40.080284
,7631,,67,18,Freeway,7032,Freeway,1,35194,59,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.195843,39.907415,116.412908,40.074291
,7638,,67,22,Freeway,7039,Freeway,1,33030,54,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.195843,39.907415,116.413032,40.053004
,7640,,67,23,Freeway,7041,Freeway,1,31434,48,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.195843,39.907415,116.411932,40.046737
,7644,,67,29,Freeway,7045,Freeway,1,31215,51,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.195843,39.907415,116.4169,39.996216
,7664,,67,50,Freeway,7065,Freeway,1,22928,103,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.195843,39.907415,116.462325,39.910366
,7681,,67,68,Freeway,7082,Freeway,1,330,3,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.195843,39.907415,116.199115,39.906761
,7682,,67,69,Freeway,7083,Freeway,1,2675,12,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.195843,39.907415,116.222869,39.903848
,7687,,67,66,Freeway,7088,Freeway,1,4390,23,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.195843,39.907415,116.161446,39.921833
,7700,,67,86,Freeway,7101,Freeway,1,34014,55,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.195843,39.907415,116.187007,40.041546
,7701,,67,88,Freeway,7102,Freeway,1,20737,60,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.195843,39.907415,116.259572,40.043859
,7702,,67,87,Freeway,7103,Freeway,1,24560,67,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.195843,39.907415,116.213057,40.039
,7703,,67,89,Freeway,7104,Freeway,1,25211,48,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.195843,39.907415,116.274689,40.029898
,7737,,68,7,Freeway,7138,Freeway,1,33461,50,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.199115,39.906761,116.355214,40.080801
,7739,,68,8,Freeway,7140,Freeway,1,33538,50,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.199115,39.906761,116.351185,40.080645
,7740,,68,12,Freeway,7141,Freeway,1,33348,51,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.199115,39.906761,116.341417,40.089321
,7741,,68,13,Freeway,7142,Freeway,1,32541,47,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.199115,39.906761,116.345515,40.080284
,7743,,68,9,Freeway,7144,Freeway,1,31631,45,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.199115,39.906761,116.333365,40.080349
,7748,,68,18,Freeway,7149,Freeway,1,35014,57,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.199115,39.906761,116.412908,40.074291
,7752,,68,22,Freeway,7153,Freeway,1,32850,52,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.199115,39.906761,116.413032,40.053004
,7753,,68,23,Freeway,7154,Freeway,1,31254,46,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.199115,39.906761,116.411932,40.046737
,7759,,68,29,Freeway,7160,Freeway,1,31035,51,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.199115,39.906761,116.4169,39.996216
,7779,,68,50,Freeway,7180,Freeway,1,22748,101,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.199115,39.906761,116.462325,39.910366
,7792,,68,66,Freeway,7193,Freeway,1,4210,20,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.199115,39.906761,116.161446,39.921833
,7797,,68,67,Freeway,7198,Freeway,1,613,3,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.199115,39.906761,116.195843,39.907415
,7799,,68,69,Freeway,7200,Freeway,1,2247,9,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.199115,39.906761,116.222869,39.903848
,7814,,68,86,Freeway,7215,Freeway,1,33834,53,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.199115,39.906761,116.187007,40.041546
,7816,,68,87,Freeway,7217,Freeway,1,24380,65,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.199115,39.906761,116.213057,40.039
,7817,,68,88,Freeway,7218,Freeway,1,20557,59,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.199115,39.906761,116.259572,40.043859
,7819,,68,89,Freeway,7220,Freeway,1,25031,45,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.199115,39.906761,116.274689,40.029898
,7850,,69,7,Freeway,7251,Freeway,1,34718,52,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.222869,39.903848,116.355214,40.080801
,7854,,69,9,Freeway,7255,Freeway,1,32888,47,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.222869,39.903848,116.333365,40.080349
,7856,,69,13,Freeway,7257,Freeway,1,33798,50,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.222869,39.903848,116.345515,40.080284
,7857,,69,12,Freeway,7258,Freeway,1,34605,53,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.222869,39.903848,116.341417,40.089321
,7858,,69,8,Freeway,7259,Freeway,1,34795,53,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.222869,39.903848,116.351185,40.080645
,7863,,69,18,Freeway,7264,Freeway,1,36271,60,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.222869,39.903848,116.412908,40.074291
,7865,,69,22,Freeway,7266,Freeway,1,34107,54,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.222869,39.903848,116.413032,40.053004
,7868,,69,23,Freeway,7269,Freeway,1,32511,48,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.222869,39.903848,116.411932,40.046737
,7874,,69,29,Freeway,7275,Freeway,1,25780,59,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.222869,39.903848,116.4169,39.996216
,7895,,69,50,Freeway,7296,Freeway,1,22583,90,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.222869,39.903848,116.462325,39.910366
,7909,,69,66,Freeway,7310,Freeway,1,7590,29,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.222869,39.903848,116.161446,39.921833
,7911,,69,68,Freeway,7312,Freeway,1,3273,15,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.222869,39.903848,116.199115,39.906761
,7915,,69,67,Freeway,7316,Freeway,1,3993,12,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.222869,39.903848,116.195843,39.907415
,7928,,69,86,Freeway,7329,Freeway,1,38794,46,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.222869,39.903848,116.187007,40.041546
,7930,,69,87,Freeway,7331,Freeway,1,26782,64,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.222869,39.903848,116.213057,40.039
,7931,,69,88,Freeway,7332,Freeway,1,22481,54,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.222869,39.903848,116.259572,40.043859
,7932,,69,89,Freeway,7333,Freeway,1,20857,50,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.222869,39.903848,116.274689,40.029898
,9807,,86,9,Freeway,9208,Freeway,1,18358,50,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.187007,40.041546,116.333365,40.080349
,9808,,86,7,Freeway,9209,Freeway,1,20188,55,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.187007,40.041546,116.355214,40.080801
,9810,,86,8,Freeway,9211,Freeway,1,20265,55,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.187007,40.041546,116.351185,40.080645
,9812,,86,12,Freeway,9213,Freeway,1,18390,46,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.187007,40.041546,116.341417,40.089321
,9813,,86,13,Freeway,9214,Freeway,1,19268,52,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.187007,40.041546,116.345515,40.080284
,9818,,86,18,Freeway,9219,Freeway,1,26884,66,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.187007,40.041546,116.412908,40.074291
,9822,,86,23,Freeway,9223,Freeway,1,25681,53,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.187007,40.041546,116.411932,40.046737
,9823,,86,22,Freeway,9224,Freeway,1,22144,65,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.187007,40.041546,116.413032,40.053004
,9829,,86,29,Freeway,9230,Freeway,1,25462,55,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.187007,40.041546,116.4169,39.996216
,9852,,86,50,Freeway,9253,Freeway,1,36017,112,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.187007,40.041546,116.462325,39.910366
,9865,,86,66,Freeway,9266,Freeway,1,30278,37,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.187007,40.041546,116.161446,39.921833
,9867,,86,67,Freeway,9268,Freeway,1,28129,62,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.187007,40.041546,116.195843,39.907415
,9868,,86,68,Freeway,9269,Freeway,1,27688,60,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.187007,40.041546,116.199115,39.906761
,9869,,86,69,Freeway,9270,Freeway,1,28026,62,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.187007,40.041546,116.222869,39.903848
,9884,,86,88,Freeway,9285,Freeway,1,6678,17,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.187007,40.041546,116.259572,40.043859
,9885,,86,87,Freeway,9286,Freeway,1,2419,5,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.187007,40.041546,116.213057,40.039
,9888,,86,89,Freeway,9289,Freeway,1,8698,24,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.187007,40.041546,116.274689,40.029898
,9922,,87,7,Freeway,9323,Freeway,1,17267,59,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.213057,40.039,116.355214,40.080801
,9924,,87,8,Freeway,9325,Freeway,1,17344,60,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.213057,40.039,116.351185,40.080645
,9925,,87,9,Freeway,9326,Freeway,1,15437,54,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.213057,40.039,116.333365,40.080349
,9927,,87,12,Freeway,9328,Freeway,1,16097,49,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.213057,40.039,116.341417,40.089321
,9932,,87,18,Freeway,9333,Freeway,1,27280,62,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.213057,40.039,116.412908,40.074291
,9933,,87,13,Freeway,9334,Freeway,1,16347,56,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.213057,40.039,116.345515,40.080284
,9936,,87,22,Freeway,9337,Freeway,1,19983,62,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.213057,40.039,116.413032,40.053004
,9940,,87,23,Freeway,9341,Freeway,1,23520,50,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.213057,40.039,116.411932,40.046737
,9945,,87,29,Freeway,9346,Freeway,1,23301,53,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.213057,40.039,116.4169,39.996216
,9967,,87,50,Freeway,9368,Freeway,1,33856,112,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.213057,40.039,116.462325,39.910366
,9978,,87,68,Freeway,9379,Freeway,1,25527,45,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.213057,40.039,116.199115,39.906761
,9979,,87,67,Freeway,9380,Freeway,1,25968,47,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.213057,40.039,116.195843,39.907415
,9981,,87,66,Freeway,9382,Freeway,1,27030,49,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.213057,40.039,116.161446,39.921833
,9987,,87,69,Freeway,9388,Freeway,1,25865,47,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.213057,40.039,116.222869,39.903848
,10001,,87,88,Freeway,9402,Freeway,1,4517,13,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.213057,40.039,116.259572,40.043859
,10002,,87,86,Freeway,9403,Freeway,1,2772,6,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.213057,40.039,116.187007,40.041546
,10003,,87,89,Freeway,9404,Freeway,1,6537,20,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.213057,40.039,116.274689,40.029898
,10036,,88,7,Freeway,9437,Freeway,1,13717,49,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.259572,40.043859,116.355214,40.080801
,10038,,88,9,Freeway,9439,Freeway,1,11887,45,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.259572,40.043859,116.333365,40.080349
,10040,,88,8,Freeway,9441,Freeway,1,13794,51,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.259572,40.043859,116.351185,40.080645
,10041,,88,12,Freeway,9442,Freeway,1,14223,43,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.259572,40.043859,116.341417,40.089321
,10042,,88,13,Freeway,9443,Freeway,1,12797,47,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.259572,40.043859,116.345515,40.080284
,10047,,88,18,Freeway,9448,Freeway,1,22764,54,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.259572,40.043859,116.412908,40.074291
,10050,,88,23,Freeway,9451,Freeway,1,19004,43,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.259572,40.043859,116.411932,40.046737
,10051,,88,22,Freeway,9452,Freeway,1,20600,48,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.259572,40.043859,116.413032,40.053004
,10061,,88,29,Freeway,9462,Freeway,1,18785,46,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.259572,40.043859,116.4169,39.996216
,10081,,88,50,Freeway,9482,Freeway,1,29340,102,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.259572,40.043859,116.462325,39.910366
,10094,,88,66,Freeway,9495,Freeway,1,22514,42,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.259572,40.043859,116.161446,39.921833
,10097,,88,67,Freeway,9498,Freeway,1,21452,41,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.259572,40.043859,116.195843,39.907415
,10098,,88,69,Freeway,9499,Freeway,1,21349,42,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.259572,40.043859,116.222869,39.903848
,10099,,88,68,Freeway,9500,Freeway,1,21011,40,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.259572,40.043859,116.199115,39.906761
,10115,,88,89,Freeway,9516,Freeway,1,2021,11,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.259572,40.043859,116.274689,40.029898
,10118,,88,87,Freeway,9519,Freeway,1,4845,24,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.259572,40.043859,116.213057,40.039
,10120,,88,86,Freeway,9521,Freeway,1,7359,31,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.259572,40.043859,116.187007,40.041546
,10151,,89,7,Freeway,9552,Freeway,1,19195,40,2,60,2539.5,1,180,12,0,0,0.1,,0,2,2,5,1,0.15,4,0,99999,116.274689,40.029898,116.355214,40.080801
